ensembl_gene_id,logFC_rna,padj_rna,logFC_meth,padj_meth,CpG_Beta_diff,external_gene_name,entrezgene_id,hgnc_symbol,logFC_protein,padj_protein,Regulation_Grouping_1,Regulation_Grouping_2,Regulation_Grouping_3
ENSG00000181704,0.075596160012139,0.0218418528438175,-0.850370070170792,2.93367434180659e-29,-0.0521303638756461,YIPF6,286451.0,YIPF6,-0.10748080186983,2.03377757938651e-05,None,None,None
ENSG00000181744,1.19996261460402,3.86395820181543e-106,-1.56081841384877,5.71360490697265e-52,-0.1478067634226261,DIPK2A,205428.0,DIPK2A,0.670686229677657,1.42069648038298e-55,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000181754,0.497678587598706,0.0001026080622424,-0.629019239905915,1.86853701924396e-15,-0.0683873489939275,AMIGO1,57463.0,AMIGO1,0.0,1.0,None,None,None
ENSG00000181778,-0.951774026835817,4.69117342409723e-06,0.635616650135779,3.3636281925217e-10,0.0982874314016609,TMEM252,169693.0,TMEM252,0.0510649742298928,0.363662223488688,None,None,None
ENSG00000181788,0.789772478209337,1.49932229386447e-37,-1.01514958930404,1.48767724805745e-36,-0.1684241224367568,SIAH2,6478.0,SIAH2,0.0795152415198373,0.14667330893903,None,None,None
ENSG00000181789,0.223775772243179,3.00526091032424e-05,-1.08413097301142,7.67444324429691e-24,-0.1571866615886606,COPG1,22820.0,COPG1,0.0540795959718151,0.0003375060472679,None,None,None
ENSG00000181798,0.726409829266239,7.1919374339206e-11,1.89491711510866,5.00998409213513e-36,0.189203677012464,LINC00471,151477.0,LINC00471,0.0,1.0,None,None,None
ENSG00000181804,1.87094040666012,7.61081429621554e-72,-3.12049482079785,4.73254006492963e-68,-0.4321518437206627,SLC9A9,285195.0,SLC9A9,0.762086126093731,2.6089196992713097e-33,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000181826,1.13665428120584,1.38742627510591e-102,-1.17760084366329,2.0789130237353e-40,-0.1752731137811572,RELL1,768211.0,RELL1,0.452201240560947,6.83052684527793e-39,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000181827,0.202354114244781,0.0001598282166807,-1.30887216587973,2.68577395245958e-56,-0.0878236034916384,RFX7,64864.0,RFX7,0.117461247752606,0.0694162410445407,None,None,None
ENSG00000181830,0.557126869049277,2.34319051810929e-15,1.8038828638828,7.796767691791121e-91,0.1499344756901812,SLC35C1,55343.0,SLC35C1,0.300093073235048,9.39691274874093e-07,None,None,None
ENSG00000181847,2.28964096434641,4.80494508910014e-59,-1.97481186547975,1.80694802669403e-64,-0.2408275483175243,TIGIT,201633.0,TIGIT,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000181852,0.110343396030295,0.0003517812098532,-0.636490281046822,3.43051578325941e-16,-0.0506032278918545,RNF41,10193.0,RNF41,0.207774783650966,3.74417819001521e-19,None,None,None
ENSG00000181856,-0.28776133937235,0.0229018663305478,-0.386417416041276,2.22907862750509e-28,-0.0137860213324819,SLC2A4,6517.0,SLC2A4,0.0469343042071193,0.203837977205258,None,None,None
ENSG00000181873,-0.385325254799668,6.577249835634529e-11,0.0,1.0,0.0,IBA57,200205.0,IBA57,-0.562813816151859,2.9517410505853104e-44,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000181885,-0.560158825602097,0.0007748285575369,0.801138168561074,2.0025564180557e-29,0.0815846598450563,CLDN7,1366.0,CLDN7,-0.93101694268777,2.0308269806171e-34,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000181896,0.488654020339234,1.84502017345231e-22,0.204391478042488,0.0040976565311244,0.0312100393690246,ZNF101,94039.0,ZNF101,0.0,1.0,None,None,None
ENSG00000181904,-0.224631889186373,3.255391437985e-09,-1.47673878881135,1.16994913943775e-42,-0.194227251310607,C5orf24,134553.0,C5orf24,0.116604184718917,1.34493254100068e-06,None,None,None
ENSG00000181908,1.60785006237763,1.84329291501758e-30,-0.428601244610202,7.56798776552277e-29,-0.0287639794984272,LINC02724,100996455.0,LINC02724,0.0,1.0,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000181915,-0.0269016532003833,0.458815420205204,0.238782679441948,0.0019355069716269,0.0258283302609493,ADO,84890.0,ADO,-0.0688740832820647,1.43091177010914e-05,None,None,None
ENSG00000181924,0.129741415122216,0.0175229865260356,-1.0058523518901,6.84899970290911e-29,-0.0879175164951761,COA4,51287.0,COA4,-1.12177555592809,2.4016122755060002e-55,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000181929,0.174612555164829,4.98758626566087e-07,-1.24570351003138,4.91373518909508e-33,-0.1939559885584453,PRKAG1,5571.0,PRKAG1,0.138974632626154,2.47404166448109e-10,None,None,None
ENSG00000181938,1.13693134898881,3.94502809742167e-59,-2.62904056766924,1.3163108765378e-122,-0.125649380287673,GINS3,64785.0,GINS3,0.801391852341168,6.785894864043219e-34,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000181963,2.31792149092509,4.10086388079862e-18,-0.801868895636043,3.056171807314389e-16,-0.1192758711414921,OR52K2,119774.0,OR52K2,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000181991,-0.305155107049291,8.74467319204344e-15,-0.546058948820109,6.301963471778811e-15,-0.0878107655573174,MRPS11,64963.0,MRPS11,-0.685134796555486,7.20624761629253e-59,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000182004,0.425474420401616,8.371051257747009e-16,-0.876559085983844,4.0088034635988704e-23,-0.1295917520401066,SNRPE,6635.0,SNRPE,0.138010448279997,4.8725282037836503e-14,None,None,None
ENSG00000182010,0.434975588745833,4.68860292283836e-06,-0.702373312921403,2.25262847589462e-49,-0.0274465777632472,RTKN2,219790.0,RTKN2,0.0,1.0,None,None,None
ENSG00000182022,2.20030295984163,8.858138774708841e-67,-1.76097637128473,6.057404264227841e-74,-0.2460219293163398,CHST15,51363.0,CHST15,0.3116662354999,1.4161674772603599e-11,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000182048,2.55413848821037,1.27977884931945e-22,-1.24716459437492,6.722618154646529e-43,-0.1973198674432844,TRPC2,7221.0,TRPC2,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000182050,-2.2854589251807,2.63333199653197e-17,-1.44278190361172,3.0883003834302695e-36,-0.2212446791598324,MGAT4C,25834.0,MGAT4C,0.0,1.0,TPDS_TMDE_M-neg_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000182054,-0.967299875571135,4.29000983406957e-48,-0.94856596731959,7.59245098464721e-17,-0.0670548858327971,IDH2,3418.0,IDH2,-1.11762656485139,1.66602852177037e-61,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000182103,-1.56302223339087,4.79331524738642e-19,1.21383510907857,2.68956478963384e-17,0.1636604280106236,FAM181B,220382.0,FAM181B,0.0,1.0,MDS_TMDE_M-pos_R-neg_P--,MDS_TMDE,TMDE
ENSG00000182107,-3.12432704142181,1.10175630404926e-92,1.32131174352028,6.8929289625083e-36,0.1909039351314377,TMEM30B,161291.0,TMEM30B,-0.0187175800071925,0.729466582017295,MDS_TMDE_M-pos_R-neg_P--,MDS_TMDE,TMDE
ENSG00000182117,0.574418967708215,3.02534026622736e-34,0.0,1.0,0.0,NOP10,55505.0,NOP10,0.107972002876663,3.84598372514065e-08,None,None,None
ENSG00000182118,-0.370770133014631,2.71347827882751e-05,0.0,1.0,0.0,FAM89A,375061.0,FAM89A,-0.36870038683709,6.01031520095218e-16,None,None,None
ENSG00000182141,0.370299564743071,1.8366099156730598e-22,1.05750314124275,1.41732464896922e-13,0.0919595711173001,ZNF708,7562.0,ZNF708,0.0,1.0,None,None,None
ENSG00000182149,0.215659978254621,2.84305753362255e-13,-1.23853949004994,1.00024204215346e-53,-0.0928940162959262,IST1,9798.0,IST1,-0.118238530610517,2.83489458400452e-10,None,None,None
ENSG00000182154,-1.14550484667074,1.11891167331486e-68,0.670685625902666,2.34772112695573e-10,0.0517429009468642,MRPL41,64975.0,MRPL41,-0.777088419751036,8.07339478533245e-60,TPDS_M--_R-neg_P-neg,TPDS,TPDS
ENSG00000182156,-0.85463301321639,0.0008351125005086,-1.08057141135684,4.0541496287446e-23,-0.1650531937442239,ENPP7,339221.0,ENPP7,0.270208090569644,3.60031208046761e-08,None,None,None
ENSG00000182162,1.86449215556245,4.68016674582632e-83,0.0,1.0,0.0,P2RY8,286530.0,P2RY8,0.186852598585641,0.0003177527818537,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000182168,-0.761741682321373,4.2778820794177304e-14,1.08700199051953,9.52627039087417e-33,0.0933153572081166,UNC5C,8633.0,UNC5C,0.0,1.0,None,None,None
ENSG00000182173,-0.165830591220409,4.9755202583269e-06,-0.611651102727168,2.42578464878883e-43,-0.0340699331080719,TSEN54,283989.0,TSEN54,-0.0188096703823545,0.498855319352377,None,None,None
ENSG00000182175,-0.378049508048099,0.0041759999782291,-1.49955263004215,1.03874537915043e-51,-0.2443693356434816,RGMA,56963.0,RGMA,0.0,1.0,None,None,None
ENSG00000182177,1.47879293954931,4.67233358534759e-07,1.0518744037449,7.86625121110344e-22,0.1582274486643619,ASB18,401036.0,ASB18,0.0,1.0,TPDE_TMDS_M-pos_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000182179,0.634768681903531,4.6037335674059804e-23,-1.40472613093697,8.471584589453971e-44,-0.2257881127548932,UBA7,7318.0,UBA7,0.315651745175597,4.57548161136713e-27,None,None,None
ENSG00000182180,-0.198112995456545,1.06242001600663e-06,0.0,1.0,0.0,MRPS16,51021.0,MRPS16,-0.604213165911727,8.156218430864189e-43,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000182183,1.2721971003114,3.18309795422765e-24,-1.76953953925699,2.9305927856378706e-52,-0.209257202722218,SHISAL2A,348378.0,SHISAL2A,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000182185,0.198728314310393,0.0001256911536646,-3.16682420121286,1.27219273593531e-97,-0.4728559200542219,RAD51B,5890.0,RAD51B,0.0,1.0,None,None,None
ENSG00000182196,0.719797469628793,4.82640364072045e-37,-0.932808770120179,1.37548816095575e-32,-0.0924041354142404,ARL6IP4,51329.0,ARL6IP4,-0.0332536689552234,0.0488826870059499,None,None,None
ENSG00000182197,0.121996586677399,0.0339777788042528,-1.71716491989094,7.739230439639951e-52,-0.1725927350513647,EXT1,2131.0,EXT1,0.165071130816836,0.0302204514886344,None,None,None
ENSG00000182199,1.89089798182207,2.2265208155851202e-117,-3.12673580599196,9.67700410194383e-103,-0.3737007081042585,SHMT2,6472.0,SHMT2,0.111479300011985,0.0455630016100891,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000182208,0.181065292149766,1.05707036088015e-05,0.0,1.0,0.0,MOB2,81532.0,MOB2,0.0904383840303494,2.33368781740586e-09,None,None,None
ENSG00000182218,0.820978563584451,1.4585005239806102e-14,0.978987304587293,1.84020176903177e-10,0.1300702257264361,HHIPL1,84439.0,HHIPL1,0.0,1.0,None,None,None
ENSG00000182220,-0.158788735361923,9.28910803380903e-05,0.0,1.0,0.0,ATP6AP2,10159.0,ATP6AP2,0.300259104297967,3.253584471901e-16,None,None,None
ENSG00000182224,0.142306580472767,0.0257717958618323,-0.860628237644379,2.2302138778602703e-19,-0.0988030057993037,CYB5D1,124637.0,CYB5D1,0.0,1.0,None,None,None
ENSG00000182230,0.52820624228991,0.0256079055707433,-1.78672812216338,5.33507617734493e-57,-0.2278614968835275,FAM153B,202134.0,FAM153B,0.0,1.0,None,None,None
ENSG00000182240,-0.407517678472698,0.003620555131394,-1.25065710139724,8.06898771685677e-68,-0.0803489475783011,BACE2,25825.0,BACE2,0.172613937859564,0.0001912338535877,None,None,None
ENSG00000182247,-0.409335574009227,5.2542552093996504e-14,0.0,1.0,0.0,UBE2E2,7325.0,UBE2E2,-0.191226392185066,1.4641890665812e-17,None,None,None
ENSG00000182253,1.40928247957979,7.00465089770713e-85,-2.0996365548099,1.11725130563804e-60,-0.2757663768465875,SYNM,23336.0,SYNM,0.606647004674577,5.19658803779182e-21,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000182255,-3.23733108918275,8.54297627094666e-32,3.93003780192977,3.63522808006733e-69,0.2625743095027412,KCNA4,3739.0,KCNA4,0.0,1.0,MDS_TMDE_M-pos_R-neg_P--,MDS_TMDE,TMDE
ENSG00000182263,-0.0551008923473895,0.63636042311129,-1.67662941087977,4.39161985060339e-37,-0.2318218349157244,FIGN,55137.0,FIGN,-0.353006317010213,8.537842948381129e-12,None,None,None
ENSG00000182271,-2.21363877497959,1.4951265644791e-33,-1.63387199165706,1.89587424758644e-36,-0.213379851415443,TMIGD1,388364.0,TMIGD1,-0.860088538894883,2.51416122479737e-23,TPDS_M-neg_R-neg_P-neg,TPDS,TPDS
ENSG00000182287,1.15424768181063,4.30248458173069e-88,-1.25697692779357,6.30545850422559e-23,-0.1969927566056805,AP1S2,8905.0,AP1S2,0.47351210991553,1.5140730159515e-41,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000182308,-0.672143065137164,4.78706620765119e-19,-0.81591783429198,2.38386698078576e-50,-0.0460220571644776,DCAF4L1,285429.0,DCAF4L1,0.0,1.0,None,None,None
ENSG00000182310,-0.499442825568638,6.860621902696771e-20,-0.476139630486376,8.34947519410109e-10,-0.0786601313020977,SPACA6,147650.0,SPACA6,0.0,1.0,None,None,None
ENSG00000182324,0.266783148601524,0.006954912581123,-0.803065374224388,3.26257286205115e-32,-0.0709819922113572,KCNJ14,3770.0,KCNJ14,0.0,1.0,None,None,None
ENSG00000182325,0.263362707946037,1.67998439354026e-05,0.151056438562212,4.20961398219095e-06,0.01422512285094,FBXL6,26233.0,FBXL6,0.185979916957002,5.59150178644465e-09,None,None,None
ENSG00000182326,1.64205732776841,2.68619048187061e-27,-2.31492611362816,2.38098963615289e-71,-0.3530977447992086,C1S,716.0,C1S,0.0545532935528839,0.289210927045379,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000182327,-1.96005670155952,7.67273744644185e-52,0.878267780806536,1.5727622677028098e-30,0.1451673047745524,GLTPD2,388323.0,GLTPD2,-0.154877488003252,0.0072233206160489,MDS_TMDE_M-pos_R-neg_P--,MDS_TMDE,TMDE
ENSG00000182348,-3.82954543593848,1.04354877956442e-25,0.534870634068107,6.09235038852242e-08,0.045453250292018,ZNF804B,219578.0,ZNF804B,0.0,1.0,TPDS_TMDE_M--_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000182366,0.737669951447899,0.000324495184956,-2.6941231148093,1.90212468071133e-114,-0.2189835979190614,FAM87A,157693.0,FAM87A,0.0,1.0,None,None,None
ENSG00000182372,-0.396765322572943,5.58933933408114e-16,-2.67636635873243,9.87970577755281e-94,-0.1318831450409724,CLN8,2055.0,CLN8,0.22283341305705,5.84582593644527e-10,None,None,None
ENSG00000182397,0.956177486860313,4.1106989505964704e-20,-0.95161051393716,4.8085824470121e-23,-0.1524684677372323,DNM1P46,196968.0,DNM1P46,0.0,1.0,None,None,None
ENSG00000182400,-0.260177580115058,3.8203368018913194e-11,-3.97276944894607,2.31331030467907e-193,-0.1519739464960343,TRAPPC6B,122553.0,TRAPPC6B,-0.490864872348079,3.64933599157656e-51,None,None,None
ENSG00000182405,-0.230667425264038,2.60827823669379e-05,-1.01978939178942,3.2741599573581497e-18,-0.0980264977368894,PGBD4,161779.0,PGBD4,0.0,1.0,None,None,None
ENSG00000182446,-0.385897535705267,1.12893713367329e-15,-1.58873262063502,3.06789137776148e-34,-0.2473789267180517,NPLOC4,55666.0,NPLOC4,-0.0530547884454014,0.0015684063884106,None,None,None
ENSG00000182472,0.835241582141227,6.22256110820105e-12,-1.16974995398185,2.9517276166886698e-49,-0.1930748886449929,CAPN12,147968.0,CAPN12,0.0,1.0,None,None,None
ENSG00000182473,0.106541842267635,0.0006167841367105,0.785038933342356,2.23048729216146e-06,0.127031934164511,EXOC7,23265.0,EXOC7,0.0150325645666073,0.28405760646235,None,None,None
ENSG00000182481,0.452214120379759,1.79959761442611e-08,0.0,1.0,0.0,KPNA2,3838.0,KPNA2,0.291101704865846,1.2719032338747399e-18,None,None,None
ENSG00000182487,1.83122475686966,1.93476029950183e-52,-0.916942709210621,1.37395874278813e-43,-0.071414491690251,NCF1B,654816.0,NCF1B,0.0,1.0,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000182492,0.573633695354337,3.14246870026563e-06,-0.826386288848611,1.19652751123158e-24,-0.0812570068545254,BGN,633.0,BGN,0.0159329943759296,0.850461836085547,None,None,None
ENSG00000182504,0.130425813712935,0.0014565109579846,-1.3126548236097,1.25574114723122e-51,-0.2358239204033794,CEP97,79598.0,CEP97,0.187647358012827,1.79287708009743e-13,None,None,None
ENSG00000182508,-0.531771642804952,0.0003222038873213,-0.547588099269654,3.60673446334949e-12,-0.097146643891497,LHFPL1,340596.0,LHFPL1,0.0,1.0,None,None,None
ENSG00000182511,1.11438273066665,4.77855436593815e-51,-0.628364928206496,5.61931418273435e-17,-0.0948037994560079,FES,2242.0,FES,0.340954501196172,2.11138217938441e-28,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000182512,-1.35016914864541,2.40722060211266e-156,-0.699082577210512,1.20753084585419e-47,-0.0362227965721435,GLRX5,51218.0,GLRX5,-0.869898392821975,2.5401395181554597e-62,TPDS_M--_R-neg_P-neg,TPDS,TPDS
ENSG00000182518,-0.633912547411883,1.72434463506448e-45,-0.86206722208098,1.71191989135287e-13,-0.0458343338802413,FAM104B,90736.0,FAM104B,0.0,1.0,None,None,None
ENSG00000182534,1.33002987267432,1.13109011633014e-24,-0.751269301329825,2.66453352831177e-21,-0.0683334197405342,MXRA7,439921.0,MXRA7,0.7230441519837,1.0364641557167301e-19,TPDE_M--_R-pos_P-pos,TPDE,TPDE
ENSG00000182541,0.467146326573982,2.5719522258535203e-10,0.0,1.0,0.0,LIMK2,3985.0,LIMK2,0.410532187703633,9.13217687803706e-33,None,None,None
ENSG00000182544,0.391547098739988,1.2810377818137601e-17,-0.550576211797755,3.2238630606758504e-19,-0.0594046620328541,MFSD5,84975.0,MFSD5,0.063965452835067,0.333064979038112,None,None,None
ENSG00000182545,2.10756015435338,2.48542415239054e-19,-1.14165816626398,1.30272354645477e-37,-0.1103693946519014,RNASE10,338879.0,RNASE10,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000182551,-1.27333143858899,6.51265605009413e-64,-0.852736292125176,4.55730810655677e-18,-0.0923488556382921,ADI1,55256.0,ADI1,0.0,1.0,TPDS_TMDE_M--_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000182552,-0.0041624368063675,0.936738368005447,-0.332128080988067,0.0123223522226877,-0.0438608425878273,RWDD4,201965.0,RWDD4,-0.0558248495744923,0.0089684894282065,None,None,None
ENSG00000182557,-0.878599693477067,4.57377409875189e-17,-1.83288007831416,3.97176582320325e-76,-0.2974474103346571,SPNS3,201305.0,SPNS3,0.0,1.0,None,None,None
ENSG00000182568,-0.359512296526721,1.0360829437551e-07,-1.78191382906976,4.4284779986923495e-55,-0.2097360906210624,SATB1,6304.0,SATB1,0.108516914778857,0.0043101082484885,None,None,None
ENSG00000182575,1.23401442550844,3.94251764950298e-17,2.59073648480516,7.4314214459347e-48,0.13518932019917,NXPH3,11248.0,NXPH3,0.0,1.0,TPDE_TMDS_M-pos_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000182578,1.57366221004356,1.33871098238652e-71,-1.99340235844076,3.72136582360518e-87,-0.2126116166699594,CSF1R,1436.0,CSF1R,0.722936880210815,1.71935675775249e-40,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000182580,-0.720037092443494,5.65631967037098e-07,-2.52725744077784,3.34982918274845e-53,-0.1834450924060101,EPHB3,2049.0,EPHB3,-0.407497542703432,2.23961015125064e-12,None,None,None
ENSG00000182585,-0.521044493965827,0.0008145311241502,-0.742553690195073,2.73327978464004e-20,-0.076701960887432,EPGN,255324.0,EPGN,0.0,1.0,None,None,None
ENSG00000182606,-0.678118197823921,7.16200672345456e-69,0.0,1.0,0.0,TRAK1,22906.0,TRAK1,-0.180104309001558,2.37000553538196e-08,None,None,None
ENSG00000182612,-0.40961787185721,0.0001663113070721,-1.9565183840615,1.52554318200346e-69,-0.2181852152096605,TSPAN10,83882.0,TSPAN10,0.0,1.0,None,None,None
ENSG00000182621,0.904769447978297,1.64651172270839e-26,-0.706320638264193,9.41771312191179e-26,-0.1187101122633841,PLCB1,23236.0,PLCB1,0.685544838787007,2.20315396389517e-28,TPDS_TMDE_M-neg_R--_P-pos,TMDE,TMDE
ENSG00000182628,0.189649996803197,1.57782546494227e-05,0.0,1.0,0.0,SKA2,348235.0,SKA2,0.352080091094332,3.0737502182567105e-09,None,None,None
ENSG00000182632,3.06928052526335,6.946934992000529e-43,-1.1102158139754,2.52744466965421e-28,-0.1493983012407329,CCNYL2,414194.0,CCNYL2,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000182667,1.80847086469456,4.23271469405255e-23,-2.36651966966952,5.11519988320199e-87,-0.2349003980326418,NTM,50863.0,NTM,0.497679693155939,1.41823920108077e-13,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000182670,0.150906818619223,0.0008141723166067,-0.875412617035203,2.15137697068256e-57,-0.0388363693871945,TTC3,7267.0,TTC3,0.0479004542730433,0.158874535423714,None,None,None
ENSG00000182674,-2.49117624920382,1.65578403925702e-21,0.846251100315267,3.2595830561960604e-17,0.0679070232746848,KCNB2,9312.0,KCNB2,0.0,1.0,TPDS_TMDE_M--_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000182676,-1.08886681382174,3.10066923489758e-17,1.13470664404505,2.96346947089043e-47,0.1015868007141627,PPP1R27,116729.0,PPP1R27,0.0,1.0,MDS_TMDE_M-pos_R-neg_P--,MDS_TMDE,TMDE
ENSG00000182685,-0.562107765609967,5.054492880488839e-22,0.265022151431322,3.13703796030941e-05,0.0331890262962232,BRICD5,283870.0,BRICD5,0.0,1.0,None,None,None
ENSG00000182700,-0.360622351361967,1.0623993894047999e-12,-1.44420773785709,8.318859072235061e-65,-0.1268820017807789,IGIP,492311.0,IGIP,0.0,1.0,None,None,None
ENSG00000182704,-1.41595942011486,2.6913219111532e-14,1.3201605103563,1.2174107263919801e-23,0.1991703677594496,TSKU,25987.0,TSKU,-0.0349185257101771,0.420457799882827,MDS_TMDE_M-pos_R-neg_P--,MDS_TMDE,TMDE
ENSG00000182718,1.35735743381331,1.01723341329386e-59,-2.34651436592165,2.16753070430865e-79,-0.3671763644297691,ANXA2,302.0,ANXA2,0.736391866297183,2.8403521296471897e-57,MDE_M-neg_R-pos_P-pos,MDE,MDE
ENSG00000182742,-0.953606607015324,1.90134723072621e-21,-0.658918852641093,4.8278894249494496e-11,-0.0905801794377565,HOXB4,3214.0,HOXB4,0.405946901946969,5.52307594794211e-16,None,None,None
ENSG00000182752,-2.36566156435043,1.10110651396039e-105,-1.22862864498476,2.86576732419309e-34,-0.1911647512404948,PAPPA,5069.0,PAPPA,-0.968270122258182,4.820616822238149e-40,TPDS_M-neg_R-neg_P-neg,TPDS,TPDS
ENSG00000182768,0.0395271189116893,0.392520083632319,-0.391815404059029,7.0867575275811e-16,-0.0651649816557454,NGRN,51335.0,NGRN,-0.393841705621478,7.82151180595484e-24,None,None,None
ENSG00000182771,1.26670060907772,4.2182937868599803e-17,0.734778040509141,5.1756959600802895e-11,0.0917439892472978,GRID1,2894.0,GRID1,0.0,1.0,TPDE_TMDS_M--_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000182774,0.626190115121825,1.3068644102654801e-23,0.0,1.0,0.0,RPS17,6218.0,RPS17,0.124354974229892,6.390255759287939e-16,None,None,None
ENSG00000182782,-0.654604649658235,0.0024293418718027,-0.806387101367888,3.6446317455067e-39,-0.0716051893152687,HCAR2,338442.0,HCAR2,0.0,1.0,None,None,None
ENSG00000182783,-1.35697076024523,5.75298453839198e-07,-0.976823266866914,5.68738023965762e-36,-0.0473226732884213,OR2T29,343563.0,OR2T29,0.0,1.0,TPDS_TMDE_M--_R-neg_P--,TPDS_TMDE,TMDE
ENSG00000182791,-0.414027353734028,4.00429437179958e-06,-0.373512738015114,2.36496900390469e-07,-0.0548724793345175,CCDC87,55231.0,CCDC87,0.0,1.0,None,None,None
ENSG00000182795,-2.76573910718295,8.935001502030219e-30,1.53908557020066,4.098239306339941e-44,0.1550355153432656,C1orf116,79098.0,C1orf116,-1.2867541401489,5.33152541105012e-51,MDS_M-pos_R-neg_P-neg,MDS,MDS
ENSG00000182796,-0.248629839989588,5.24821155054943e-06,-0.291192081659976,3.34495754245474e-07,-0.04896188463275,TMEM198B,440104.0,TMEM198B,0.0,1.0,None,None,None
ENSG00000182810,-0.414155872610606,5.02026994370451e-16,-3.18478371686982,2.59447173082766e-157,-0.0898816148653846,DDX28,55794.0,DDX28,-0.577116785106483,1.4006021043241602e-46,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000182827,0.51353976597103,1.54058544799992e-29,5.8939624946442,5.32242095934127e-246,0.4127140128667962,ACBD3,64746.0,ACBD3,0.058118124831611,0.0001317341661241,None,None,None
ENSG00000182836,-3.01306999561674,1.22829201112756e-53,0.0,1.0,0.0,PLCXD3,345557.0,PLCXD3,-1.29068863837948,4.49057917339037e-58,TPDS_M--_R-neg_P-neg,TPDS,TPDS
ENSG00000182853,1.17746279321839,4.24039072008102e-26,0.789155430533311,1.03771723413164e-22,0.1303728371577564,VMO1,284013.0,VMO1,0.0,1.0,TPDE_TMDS_M-pos_R-pos_P--,TPDE_TMDS,TMDS
ENSG00000182854,0.797805342746609,0.000121578326853,-0.920846361448085,9.07671324188367e-47,-0.0566696119014096,OR4F15,390649.0,OR4F15,0.0,1.0,None,None,None
ENSG00000182858,-0.211319919207899,4.60957558647951e-06,0.0,1.0,0.0,ALG12,79087.0,ALG12,0.196158677973727,3.1751909577221595e-11,None,None,None
ENSG00000182866,2.52205276769792,5.00169239088821e-77,0.0,1.0,0.0,LCK,3932.0,LCK,0.503340274910878,1.20563246837195e-29,TPDE_M--_R-pos_P-pos,TPDE,TPDE
ENSG00000182871,-0.0661797145485908,0.386697928672971,-0.377021955033897,6.11804045633443e-17,-0.0639839603706567,COL18A1,80781.0,COL18A1,-0.678218588748502,5.84937180912447e-61,TMDS_M--_R--_P-neg,TMDS,TMDS
ENSG00000182872,0.0416237276462499,0.11564273183484,-0.794754745061834,1.04164372282272e-20,-0.074607606149289,RBM10,8241.0,RBM10,0.0508273798393867,0.0001723231186027,None,None,None
ENSG00000182873,-0.865761262205455,2.5894592787056402e-20,-0.122471660630381,0.0295596032177454,-0.0116264837476622,PRKCZ-AS1,100506504.0,PRKCZ-AS1,0.0,1.0,None,None,None
ENSG00000182885,1.32183463556763,4.95095892621814e-12,-1.31777541089986,1.96898696883616e-49,-0.1858720801188103,ADGRG3,222487.0,ADGRG3,0.0,1.0,MDE_TMDS_M-neg_R-pos_P--,MDE_TMDS,TMDS
ENSG00000182890,-0.233328915253566,0.0022702917226234,-0.848610277288008,3.3732768994242003e-16,-0.1372412283009652,GLUD2,2747.0,GLUD2,0.0,1.0,None,None,None
